Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation
ExpSolar,00000,S1,NA,Chile,-33.4981,-70.6077,-4,579
Year,Month,Day,Hour,Minute,GHI,DNI,DHI,Tdry,Tdew,RH,Pres,Wspd,Wdir,Snow Depth
2007,1,1,0,0,0.0,0.0,0.0,18.9,18.9,68.5,NaN,0.5,213.0,0
2007,1,1,1,0,0.0,0.0,0.0,18.1,18.1,65.0,NaN,0.5,240.0,0
2007,1,1,2,0,0.0,0.0,0.0,17.7,17.7,79.1,NaN,0.4,319.5,0
2007,1,1,3,0,0.0,0.0,0.0,16.5,16.5,81.8,NaN,0.3,303.0,0
2007,1,1,4,0,0.0,0.0,0.0,15.4,15.4,85.1,NaN,0.2,307.5,0
2007,1,1,5,0,0.0,0.0,0.0,14.4,14.4,86.4,NaN,0.2,277.5,0
2007,1,1,6,0,17.5,0.0,17.5,13.5,13.5,92.9,NaN,0.2,289.5,0
2007,1,1,7,0,243.3,743.6,47.6,14.4,14.4,93.9,NaN,0.3,252.0,0
2007,1,1,8,0,466.5,869.5,66.7,16.6,16.6,89.6,NaN,0.4,255.0,0
2007,1,1,9,0,677.4,931.3,81.6,19.3,19.3,74.8,NaN,0.8,262.5,0
2007,1,1,10,0,857.7,966.6,93.3,22.4,22.4,63.8,NaN,1.3,259.5,0
2007,1,1,11,0,993.2,987.6,101.7,25.3,25.3,60.2,NaN,1.7,252.0,0
2007,1,1,12,0,1069.2,994.8,106.3,27.3,27.3,45.4,NaN,2.1,241.5,0
2007,1,1,13,0,1083.7,994.6,107.2,28.8,28.8,44.1,NaN,2.7,235.5,0
2007,1,1,14,0,1035.6,987.1,104.3,30.1,30.1,43.2,NaN,3.0,234.0,0
2007,1,1,15,0,930.0,972.5,97.8,29.0,29.0,38.1,NaN,3.1,229.5,0
2007,1,1,16,0,773.4,946.6,87.8,28.4,28.4,36.2,NaN,3.1,228.0,0
2007,1,1,17,0,578.1,901.9,74.7,27.5,27.5,36.3,NaN,3.0,229.5,0
2007,1,1,18,0,359.1,816.3,58.1,25.9,25.9,38.3,NaN,2.7,228.0,0
2007,1,1,19,0,140.9,621.7,35.9,24.3,24.3,42.6,NaN,1.8,228.0,0
2007,1,1,20,0,0.0,0.0,0.0,22.4,22.4,46.5,NaN,1.2,226.5,0
2007,1,1,21,0,0.0,0.0,0.0,20.9,20.9,54.5,NaN,0.6,225.0,0
2007,1,1,22,0,0.0,0.0,0.0,19.7,19.7,60.0,NaN,0.4,216.0,0
2007,1,1,23,0,0.0,0.0,0.0,18.9,18.9,63.2,NaN,0.3,228.0,0
2007,1,2,0,0,0.0,0.0,0.0,18.2,18.2,60.8,NaN,0.2,267.0,0
2007,1,2,1,0,0.0,0.0,0.0,17.5,17.5,64.2,NaN,0.3,348.0,0
2007,1,2,2,0,0.0,0.0,0.0,17.2,17.2,76.5,NaN,0.3,352.5,0
2007,1,2,3,0,0.0,0.0,0.0,16.4,16.4,79.3,NaN,0.2,349.5,0
2007,1,2,4,0,0.0,0.0,0.0,15.6,15.6,81.5,NaN,0.1,330.0,0
2007,1,2,5,0,0.0,0.0,0.0,14.7,14.7,81.5,NaN,0.1,331.5,0
2007,1,2,6,0,17.0,0.0,17.0,14.2,14.2,85.3,NaN,0.1,297.0,0
2007,1,2,7,0,242.8,748.9,47.5,15.1,15.1,83.9,NaN,0.3,277.5,0
2007,1,2,8,0,466.2,873.4,66.6,17.2,17.2,82.5,NaN,0.4,262.5,0
2007,1,2,9,0,678.9,936.4,81.6,20.2,20.2,68.3,NaN,0.8,273.0,0
2007,1,2,10,0,861.3,972.8,93.5,22.9,22.9,58.8,NaN,1.2,265.5,0
2007,1,2,11,0,998.7,994.4,102.0,25.5,25.5,59.7,NaN,1.7,253.5,0
2007,1,2,12,0,1077.9,1004.0,106.8,27.5,27.5,44.9,NaN,2.1,243.0,0
2007,1,2,13,0,1095.3,1005.9,107.9,28.7,28.7,41.6,NaN,2.6,235.5,0
2007,1,2,14,0,1049.4,1000.5,105.1,29.7,29.7,39.2,NaN,2.9,232.5,0
2007,1,2,15,0,943.8,987.1,98.6,29.1,29.1,37.9,NaN,3.1,229.5,0
2007,1,2,16,0,786.6,962.7,88.7,28.3,28.3,35.0,NaN,3.0,228.0,0
2007,1,2,17,0,589.7,919.8,75.4,27.3,27.3,34.2,NaN,2.9,228.0,0
2007,1,2,18,0,366.0,831.9,58.6,25.7,25.7,35.7,NaN,2.6,226.5,0
2007,1,2,19,0,144.0,635.6,36.2,23.6,23.6,38.5,NaN,1.6,226.5,0
2007,1,2,20,0,0.0,0.0,0.0,21.1,21.1,42.4,NaN,0.8,223.5,0
2007,1,2,21,0,0.0,0.0,0.0,19.3,19.3,52.7,NaN,0.2,228.0,0
2007,1,2,22,0,0.0,0.0,0.0,18.0,18.0,58.8,NaN,0.2,235.5,0
2007,1,2,23,0,0.0,0.0,0.0,17.1,17.1,63.3,NaN,0.5,307.5,0
2007,1,3,0,0,0.0,0.0,0.0,16.2,16.2,62.3,NaN,0.5,355.5,0
2007,1,3,1,0,0.0,0.0,0.0,15.6,15.6,69.8,NaN,0.5,0.0,0
2007,1,3,2,0,0.0,0.0,0.0,14.9,14.9,75.5,NaN,0.5,4.5,0
2007,1,3,3,0,0.0,0.0,0.0,14.5,14.5,79.2,NaN,0.5,358.5,0
2007,1,3,4,0,0.0,0.0,0.0,13.9,13.9,81.1,NaN,0.4,358.5,0
2007,1,3,5,0,0.0,0.0,0.0,13.3,13.3,83.6,NaN,0.3,12.0,0
2007,1,3,6,0,16.5,0.0,16.5,14.2,14.2,89.5,NaN,0.2,315.0,0
2007,1,3,7,0,245.2,764.7,47.6,15.3,15.3,87.6,NaN,0.1,288.0,0
2007,1,3,8,0,471.1,887.8,66.8,18.3,18.3,86.3,NaN,0.3,280.5,0
2007,1,3,9,0,684.2,946.9,81.9,21.2,21.2,68.1,NaN,0.7,261.0,0
2007,1,3,10,0,865.8,979.8,93.8,23.9,23.9,54.6,NaN,1.2,256.5,0
2007,1,3,11,0,1001.6,998.6,102.2,26.5,26.5,51.0,NaN,1.6,246.0,0
2007,1,3,12,0,1078.5,1005.1,106.9,28.6,28.6,42.3,NaN,2.2,243.0,0
2007,1,3,13,0,1093.3,1004.2,107.9,29.9,29.9,40.4,NaN,2.7,237.0,0
2007,1,3,14,0,1045.4,996.4,105.0,30.6,30.6,36.1,NaN,3.0,235.5,0
2007,1,3,15,0,938.0,980.1,98.4,31.2,31.2,36.3,NaN,3.1,232.5,0
2007,1,3,16,0,779.9,953.1,88.3,30.2,30.2,34.8,NaN,3.1,232.5,0
2007,1,3,17,0,582.9,907.3,75.1,28.9,28.9,35.0,NaN,2.9,229.5,0
2007,1,3,18,0,366.2,830.4,58.6,27.3,27.3,36.4,NaN,2.6,228.0,0
2007,1,3,19,0,146.5,646.8,36.4,25.2,25.2,39.6,NaN,1.7,228.0,0
2007,1,3,20,0,0.0,0.0,0.0,22.8,22.8,46.1,NaN,0.9,223.5,0
2007,1,3,21,0,0.0,0.0,0.0,21.2,21.2,54.6,NaN,0.3,228.0,0
2007,1,3,22,0,0.0,0.0,0.0,19.8,19.8,61.3,NaN,0.1,249.0,0
2007,1,3,23,0,0.0,0.0,0.0,18.6,18.6,66.5,NaN,0.5,340.5,0
2007,1,4,0,0,0.0,0.0,0.0,17.6,17.6,67.6,NaN,0.5,1.5,0
2007,1,4,1,0,0.0,0.0,0.0,16.8,16.8,70.6,NaN,0.5,4.5,0
2007,1,4,2,0,0.0,0.0,0.0,16.1,16.1,76.0,NaN,0.5,4.5,0
2007,1,4,3,0,0.0,0.0,0.0,15.3,15.3,79.1,NaN,0.4,7.5,0
2007,1,4,4,0,0.0,0.0,0.0,14.4,14.4,81.3,NaN,0.5,10.5,0
2007,1,4,5,0,0.0,0.0,0.0,13.4,13.4,84.6,NaN,0.4,30.0,0
2007,1,4,6,0,15.7,0.0,15.7,14.7,14.7,91.1,NaN,0.3,22.5,0
2007,1,4,7,0,240.6,755.7,47.1,16.2,16.2,90.7,NaN,0.2,42.0,0
2007,1,4,8,0,466.8,882.9,66.5,19.2,19.2,86.0,NaN,0.2,283.5,0
2007,1,4,9,0,680.3,944.0,81.6,22.4,22.4,69.0,NaN,0.7,262.5,0
2007,1,4,10,0,862.8,978.3,93.5,25.6,25.6,55.1,NaN,1.1,258.0,0
2007,1,4,11,0,1000.0,998.2,102.0,28.4,28.4,46.6,NaN,1.6,249.0,0
2007,1,4,12,0,1078.0,1005.5,106.8,30.8,30.8,41.4,NaN,2.0,241.5,0
2007,1,4,13,0,1094.0,1005.2,107.7,32.4,32.4,39.2,NaN,2.5,237.0,0
2007,1,4,14,0,1046.9,997.9,104.9,33.1,33.1,35.4,NaN,2.9,234.0,0
2007,1,4,15,0,940.6,982.7,98.4,32.7,32.7,34.4,NaN,3.0,231.0,0
2007,1,4,16,0,783.1,956.6,88.4,31.8,31.8,32.7,NaN,3.0,229.5,0
2007,1,4,17,0,586.2,911.8,75.2,30.8,30.8,32.6,NaN,2.8,229.5,0
2007,1,4,18,0,365.9,828.4,58.5,29.5,29.5,32.1,NaN,2.6,228.0,0
2007,1,4,19,0,145.0,636.7,36.3,27.4,27.4,35.4,NaN,1.6,229.5,0
2007,1,4,20,0,0.0,0.0,0.0,24.9,24.9,42.3,NaN,0.8,228.0,0
2007,1,4,21,0,0.0,0.0,0.0,22.9,22.9,51.1,NaN,0.2,232.5,0
2007,1,4,22,0,0.0,0.0,0.0,21.5,21.5,58.4,NaN,0.3,294.0,0
2007,1,4,23,0,0.0,0.0,0.0,20.2,20.2,64.7,NaN,0.6,340.5,0
2007,1,5,0,0,0.0,0.0,0.0,18.9,18.9,67.9,NaN,0.8,7.5,0
2007,1,5,1,0,0.0,0.0,0.0,17.9,17.9,73.5,NaN,0.8,13.5,0
2007,1,5,2,0,0.0,0.0,0.0,17.2,17.2,74.7,NaN,0.8,12.0,0
2007,1,5,3,0,0.0,0.0,0.0,16.6,16.6,77.7,NaN,0.8,16.5,0
2007,1,5,4,0,0.0,0.0,0.0,16.0,16.0,77.8,NaN,0.6,24.0,0
2007,1,5,5,0,0.0,0.0,0.0,15.1,15.1,79.7,NaN,0.5,40.5,0
2007,1,5,6,0,15.2,0.0,15.2,16.1,16.1,85.7,NaN,0.3,28.5,0
2007,1,5,7,0,237.8,753.1,46.8,17.5,17.5,84.8,NaN,0.2,30.0,0
2007,1,5,8,0,463.0,879.7,66.2,20.1,20.1,82.9,NaN,0.1,310.5,0
2007,1,5,9,0,676.2,940.8,81.3,23.1,23.1,68.0,NaN,0.6,285.0,0
2007,1,5,10,0,858.5,975.0,93.2,26.1,26.1,55.8,NaN,1.0,276.0,0
2007,1,5,11,0,995.3,994.6,101.7,28.6,28.6,48.7,NaN,1.5,259.5,0
2007,1,5,12,0,1073.0,1001.3,106.5,30.8,30.8,38.9,NaN,1.8,247.5,0
2007,1,5,13,0,1089.1,1000.8,107.4,32.0,32.0,37.7,NaN,2.4,238.5,0
2007,1,5,14,0,1041.8,992.8,104.5,32.7,32.7,34.9,NaN,2.9,234.0,0
2007,1,5,15,0,936.6,978.0,98.1,32.0,32.0,35.1,NaN,3.0,231.0,0
2007,1,5,16,0,779.9,951.8,88.1,31.2,31.2,33.3,NaN,2.9,228.0,0
2007,1,5,17,0,584.0,907.3,75.0,30.2,30.2,33.4,NaN,2.8,228.0,0
2007,1,5,18,0,366.4,828.4,58.5,28.7,28.7,32.9,NaN,2.6,228.0,0
2007,1,5,19,0,146.4,642.4,36.4,26.5,26.5,37.0,NaN,1.8,231.0,0
2007,1,5,20,0,0.0,0.0,0.0,23.7,23.7,42.5,NaN,1.1,226.5,0
2007,1,5,21,0,0.0,0.0,0.0,21.7,21.7,53.4,NaN,0.3,231.0,0
2007,1,5,22,0,0.0,0.0,0.0,20.3,20.3,60.1,NaN,0.2,229.5,0
2007,1,5,23,0,0.0,0.0,0.0,19.3,19.3,66.3,NaN,0.4,322.5,0
2007,1,6,0,0,0.0,0.0,0.0,18.3,18.3,72.9,NaN,0.5,1.5,0
2007,1,6,1,0,0.0,0.0,0.0,17.5,17.5,77.6,NaN,0.6,7.5,0
2007,1,6,2,0,0.0,0.0,0.0,16.8,16.8,78.1,NaN,0.5,4.5,0
2007,1,6,3,0,0.0,0.0,0.0,15.9,15.9,81.8,NaN,0.6,12.0,0
2007,1,6,4,0,0.0,0.0,0.0,15.1,15.1,83.6,NaN,0.6,19.5,0
2007,1,6,5,0,0.0,0.0,0.0,14.5,14.5,84.4,NaN,0.5,36.0,0
2007,1,6,6,0,14.3,0.0,14.3,14.9,14.9,88.4,NaN,0.3,28.5,0
2007,1,6,7,0,231.2,736.3,46.2,16.3,16.3,87.6,NaN,0.1,4.5,0
2007,1,6,8,0,453.8,864.9,65.6,18.9,18.9,82.7,NaN,0.3,268.5,0
2007,1,6,9,0,664.2,926.1,80.5,21.4,21.4,69.4,NaN,0.8,277.5,0
2007,1,6,10,0,844.0,959.8,92.2,24.2,24.2,58.4,NaN,1.2,265.5,0
2007,1,6,11,0,978.7,978.6,100.6,26.5,26.5,56.6,NaN,1.7,256.5,0
2007,1,6,12,0,1055.5,985.1,105.3,28.3,28.3,45.3,NaN,2.2,249.0,0
2007,1,6,13,0,1071.0,983.9,106.3,29.0,29.0,45.5,NaN,2.8,241.5,0
2007,1,6,14,0,1024.1,975.2,103.4,28.7,28.7,45.6,NaN,3.2,238.5,0
2007,1,6,15,0,919.7,959.2,97.0,28.1,28.1,41.4,NaN,3.5,235.5,0
2007,1,6,16,0,764.8,931.7,87.2,27.1,27.1,41.0,NaN,3.3,232.5,0
2007,1,6,17,0,571.5,885.5,74.2,26.3,26.3,41.4,NaN,3.2,228.0,0
2007,1,6,18,0,358.9,808.5,58.0,25.0,25.0,42.4,NaN,2.9,228.0,0
2007,1,6,19,0,143.4,624.9,36.1,23.5,23.5,47.1,NaN,2.2,228.0,0
2007,1,6,20,0,0.0,0.0,0.0,21.9,21.9,51.9,NaN,1.3,223.5,0
2007,1,6,21,0,0.0,0.0,0.0,20.6,20.6,59.2,NaN,0.6,228.0,0
2007,1,6,22,0,0.0,0.0,0.0,19.5,19.5,65.8,NaN,0.5,213.0,0
2007,1,6,23,0,0.0,0.0,0.0,18.7,18.7,72.4,NaN,0.4,226.5,0
2007,1,7,0,0,0.0,0.0,0.0,18.2,18.2,73.9,NaN,0.3,228.0,0
2007,1,7,1,0,0.0,0.0,0.0,17.7,17.7,75.9,NaN,0.5,255.0,0
2007,1,7,2,0,0.0,0.0,0.0,17.3,17.3,81.3,NaN,0.6,267.0,0
2007,1,7,3,0,0.0,0.0,0.0,17.0,17.0,82.2,NaN,0.8,262.5,0
2007,1,7,4,0,0.0,0.0,0.0,16.3,16.3,84.7,NaN,0.5,264.0,0
2007,1,7,5,0,0.0,0.0,0.0,15.3,15.3,85.7,NaN,0.4,271.5,0
2007,1,7,6,0,13.3,0.0,13.3,14.5,14.5,87.5,NaN,0.4,238.5,0
2007,1,7,7,0,220.5,704.5,45.3,16.0,16.0,86.4,NaN,0.4,231.0,0
2007,1,7,8,0,438.9,838.5,64.5,18.3,18.3,80.8,NaN,0.6,240.0,0
2007,1,7,9,0,646.7,902.7,79.4,20.7,20.7,75.2,NaN,1.0,256.5,0
2007,1,7,10,0,825.1,938.9,91.2,23.4,23.4,72.7,NaN,1.6,250.5,0
2007,1,7,11,0,959.9,959.9,99.6,25.3,25.3,67.6,NaN,2.0,247.5,0
2007,1,7,12,0,1039.6,970.1,104.5,27.1,27.1,52.6,NaN,2.5,240.0,0
2007,1,7,13,0,1058.7,972.2,105.7,28.2,28.2,53.8,NaN,3.0,235.5,0
2007,1,7,14,0,1015.9,966.8,103.2,29.4,29.4,44.3,NaN,3.4,234.0,0
2007,1,7,15,0,915.1,953.6,96.9,28.8,28.8,46.6,NaN,3.4,231.0,0
2007,1,7,16,0,763.5,929.2,87.3,27.6,27.6,45.6,NaN,3.3,228.0,0
2007,1,7,17,0,572.5,886.0,74.4,26.3,26.3,45.3,NaN,3.0,226.5,0
2007,1,7,18,0,356.9,802.3,57.9,24.8,24.8,46.9,NaN,2.6,225.0,0
2007,1,7,19,0,141.0,610.9,35.9,22.9,22.9,49.4,NaN,1.9,225.0,0
2007,1,7,20,0,0.0,0.0,0.0,21.1,21.1,53.5,NaN,1.0,220.5,0
2007,1,7,21,0,0.0,0.0,0.0,19.3,19.3,59.6,NaN,0.6,220.5,0
2007,1,7,22,0,0.0,0.0,0.0,17.4,17.4,66.9,NaN,0.2,238.5,0
2007,1,7,23,0,0.0,0.0,0.0,16.4,16.4,69.9,NaN,0.3,325.5,0
2007,1,8,0,0,0.0,0.0,0.0,15.6,15.6,68.7,NaN,0.3,358.5,0
2007,1,8,1,0,0.0,0.0,0.0,14.8,14.8,71.8,NaN,0.3,357.0,0
2007,1,8,2,0,0.0,0.0,0.0,14.0,14.0,78.4,NaN,0.2,358.5,0
2007,1,8,3,0,0.0,0.0,0.0,14.7,14.7,82.1,NaN,0.2,351.0,0
2007,1,8,4,0,0.0,0.0,0.0,15.7,15.7,84.0,NaN,0.1,328.5,0
2007,1,8,5,0,0.0,0.0,0.0,16.1,16.1,85.5,NaN,0.1,342.0,0
2007,1,8,6,0,13.0,0.0,13.0,17.3,17.3,89.1,NaN,0.2,307.5,0
2007,1,8,7,0,226.2,733.0,45.8,18.5,18.5,89.6,NaN,0.2,307.5,0
2007,1,8,8,0,450.6,867.2,65.4,20.6,20.6,87.0,NaN,0.5,274.5,0
2007,1,8,9,0,665.3,933.3,80.7,23.0,23.0,73.3,NaN,0.8,267.0,0
2007,1,8,10,0,850.6,971.4,92.8,25.6,25.6,63.2,NaN,1.3,259.5,0
2007,1,8,11,0,991.4,994.4,101.5,28.1,28.1,57.6,NaN,1.7,249.0,0
2007,1,8,12,0,1072.1,1002.7,106.5,29.9,29.9,48.4,NaN,2.2,241.5,0
2007,1,8,13,0,1090.7,1003.4,107.6,31.4,31.4,44.6,NaN,2.7,237.0,0
2007,1,8,14,0,1045.9,996.7,104.9,32.5,32.5,42.1,NaN,3.1,235.5,0
2007,1,8,15,0,940.6,981.3,98.4,31.9,31.9,38.2,NaN,3.2,234.0,0
2007,1,8,16,0,783.6,954.6,88.5,31.2,31.2,35.7,NaN,3.2,232.5,0
2007,1,8,17,0,587.0,909.5,75.3,30.2,30.2,35.3,NaN,3.0,232.5,0
2007,1,8,18,0,364.9,821.4,58.5,28.7,28.7,36.3,NaN,2.8,229.5,0
2007,1,8,19,0,144.0,625.9,36.3,26.7,26.7,40.1,NaN,1.8,231.0,0
2007,1,8,20,0,0.0,0.0,0.0,24.1,24.1,45.0,NaN,1.1,228.0,0
2007,1,8,21,0,0.0,0.0,0.0,22.1,22.1,54.5,NaN,0.5,231.0,0
2007,1,8,22,0,0.0,0.0,0.0,20.6,20.6,60.9,NaN,0.1,232.5,0
2007,1,8,23,0,0.0,0.0,0.0,19.1,19.1,65.6,NaN,0.4,321.0,0
2007,1,9,0,0,0.0,0.0,0.0,18.1,18.1,68.6,NaN,0.6,352.5,0
2007,1,9,1,0,0.0,0.0,0.0,17.4,17.4,71.6,NaN,0.5,358.5,0
2007,1,9,2,0,0.0,0.0,0.0,16.6,16.6,75.8,NaN,0.6,3.0,0
2007,1,9,3,0,0.0,0.0,0.0,16.3,16.3,79.7,NaN,0.5,1.5,0
2007,1,9,4,0,0.0,0.0,0.0,16.1,16.1,82.0,NaN,0.5,3.0,0
2007,1,9,5,0,0.0,0.0,0.0,15.2,15.2,84.6,NaN,0.5,27.0,0
2007,1,9,6,0,6.4,0.0,6.4,15.8,15.8,88.2,NaN,0.4,25.5,0
2007,1,9,7,0,230.4,757.5,46.0,16.5,16.5,86.1,NaN,0.3,24.0,0
2007,1,9,8,0,460.4,892.8,65.9,18.7,18.7,82.7,NaN,0.1,357.0,0
2007,1,9,9,0,676.8,953.5,81.4,21.6,21.6,76.5,NaN,0.5,303.0,0
2007,1,9,10,0,861.5,986.7,93.4,23.8,23.8,63.1,NaN,1.1,268.5,0
2007,1,9,11,0,1000.5,1005.2,102.1,26.6,26.6,51.0,NaN,1.6,247.5,0
2007,1,9,12,0,1077.9,1009.2,106.8,28.2,28.2,45.5,NaN,2.2,241.5,0
2007,1,9,13,0,1093.3,1006.3,107.8,29.0,29.0,39.8,NaN,2.8,235.5,0
2007,1,9,14,0,1045.6,996.6,104.9,29.5,29.5,40.3,NaN,3.2,232.5,0
2007,1,9,15,0,940.9,981.5,98.5,29.1,29.1,36.7,NaN,3.3,231.0,0
2007,1,9,16,0,784.2,955.0,88.6,28.2,28.2,34.9,NaN,3.3,231.0,0
2007,1,9,17,0,587.7,910.0,75.4,27.2,27.2,34.4,NaN,3.0,231.0,0
2007,1,9,18,0,368.3,829.2,58.8,25.8,25.8,35.7,NaN,2.7,229.5,0
2007,1,9,19,0,147.1,641.3,36.6,24.0,24.0,39.5,NaN,1.8,229.5,0
2007,1,9,20,0,0.0,0.0,0.0,21.7,21.7,45.0,NaN,1.0,226.5,0
2007,1,9,21,0,0.0,0.0,0.0,20.0,20.0,55.7,NaN,0.5,229.5,0
2007,1,9,22,0,0.0,0.0,0.0,18.6,18.6,62.7,NaN,0.2,235.5,0
2007,1,9,23,0,0.0,0.0,0.0,17.7,17.7,67.5,NaN,0.4,316.5,0
2007,1,10,0,0,0.0,0.0,0.0,17.4,17.4,66.5,NaN,0.6,351.0,0
2007,1,10,1,0,0.0,0.0,0.0,17.4,17.4,69.7,NaN,0.6,357.0,0
2007,1,10,2,0,0.0,0.0,0.0,16.9,16.9,76.4,NaN,0.7,3.0,0
2007,1,10,3,0,0.0,0.0,0.0,16.4,16.4,79.8,NaN,0.5,1.5,0
2007,1,10,4,0,0.0,0.0,0.0,15.4,15.4,80.8,NaN,0.4,354.0,0
2007,1,10,5,0,0.0,0.0,0.0,14.2,14.2,82.1,NaN,0.5,22.5,0
2007,1,10,6,0,11.5,0.0,11.5,13.8,13.8,87.3,NaN,0.5,37.5,0
2007,1,10,7,0,226.1,749.1,45.7,13.4,13.4,83.0,NaN,0.3,19.5,0
2007,1,10,8,0,455.2,886.3,65.7,15.9,15.9,77.7,NaN,0.1,340.5,0
2007,1,10,9,0,673.2,951.1,81.2,19.1,19.1,80.3,NaN,0.5,291.0,0
2007,1,10,10,0,860.6,987.6,93.4,22.0,22.0,62.9,NaN,1.1,268.5,0
2007,1,10,11,0,1002.8,1009.0,102.2,25.5,25.5,55.1,NaN,1.6,244.5,0
2007,1,10,12,0,1082.0,1014.0,107.1,27.8,27.8,43.6,NaN,2.0,241.5,0
2007,1,10,13,0,1098.7,1011.9,108.1,29.2,29.2,38.1,NaN,2.6,235.5,0
2007,1,10,14,0,1051.9,1002.9,105.3,30.1,30.1,37.1,NaN,3.0,232.5,0
2007,1,10,15,0,945.2,986.0,98.8,29.7,29.7,36.2,NaN,3.1,231.0,0
2007,1,10,16,0,787.1,958.4,88.8,28.8,28.8,33.8,NaN,3.1,231.0,0
2007,1,10,17,0,589.2,912.1,75.5,27.8,27.8,32.9,NaN,2.9,231.0,0
2007,1,10,18,0,369.2,830.9,58.9,26.6,26.6,35.3,NaN,2.7,232.5,0
2007,1,10,19,0,147.2,641.9,36.6,24.6,24.6,39.3,NaN,1.8,231.0,0
2007,1,10,20,0,0.0,0.0,0.0,22.4,22.4,44.9,NaN,1.2,229.5,0
2007,1,10,21,0,0.0,0.0,0.0,20.7,20.7,54.5,NaN,0.4,234.0,0
2007,1,10,22,0,0.0,0.0,0.0,19.4,19.4,59.4,NaN,0.2,249.0,0
2007,1,10,23,0,0.0,0.0,0.0,18.4,18.4,63.0,NaN,0.6,340.5,0
2007,1,11,0,0,0.0,0.0,0.0,17.6,17.6,58.7,NaN,0.5,357.0,0
2007,1,11,1,0,0.0,0.0,0.0,17.0,17.0,60.3,NaN,0.5,9.0,0
2007,1,11,2,0,0.0,0.0,0.0,16.5,16.5,75.0,NaN,0.5,1.5,0
2007,1,11,3,0,0.0,0.0,0.0,15.9,15.9,80.2,NaN,0.6,6.0,0
2007,1,11,4,0,0.0,0.0,0.0,15.2,15.2,84.4,NaN,0.5,7.5,0
2007,1,11,5,0,0.0,0.0,0.0,14.2,14.2,87.6,NaN,0.4,19.5,0
2007,1,11,6,0,10.8,0.0,10.8,14.9,14.9,89.4,NaN,0.4,10.5,0
2007,1,11,7,0,224.5,751.2,45.6,15.7,15.7,92.7,NaN,0.2,31.5,0
2007,1,11,8,0,454.3,888.8,65.8,18.0,18.0,87.5,NaN,0.1,294.0,0
2007,1,11,9,0,672.2,952.4,81.4,20.9,20.9,66.5,NaN,0.7,277.5,0
2007,1,11,10,0,859.3,987.8,93.6,23.9,23.9,48.2,NaN,1.2,259.5,0
2007,1,11,11,0,1000.8,1008.1,102.4,26.5,26.5,53.6,NaN,1.7,240.0,0
2007,1,11,12,0,1080.8,1013.5,107.2,28.5,28.5,37.2,NaN,2.2,232.5,0
2007,1,11,13,0,1098.3,1011.8,108.3,29.9,29.9,34.3,NaN,2.7,229.5,0
2007,1,11,14,0,1052.2,1003.2,105.5,31.0,31.0,32.4,NaN,3.2,225.0,0
2007,1,11,15,0,948.8,989.7,99.1,31.7,31.7,32.4,NaN,3.1,225.0,0
2007,1,11,16,0,792.9,965.4,89.2,31.3,31.3,29.6,NaN,3.1,223.5,0
2007,1,11,17,0,595.7,922.5,76.0,30.3,30.3,29.6,NaN,3.0,225.0,0
2007,1,11,18,0,371.8,836.9,59.1,29.0,29.0,33.1,NaN,2.6,225.0,0
2007,1,11,19,0,147.5,643.9,36.7,26.8,26.8,36.5,NaN,1.7,228.0,0
2007,1,11,20,0,0.0,0.0,0.0,24.4,24.4,40.8,NaN,0.6,226.5,0
2007,1,11,21,0,0.0,0.0,0.0,22.4,22.4,48.0,NaN,0.3,238.5,0
2007,1,11,22,0,0.0,0.0,0.0,20.5,20.5,55.8,NaN,0.5,313.5,0
2007,1,11,23,0,0.0,0.0,0.0,19.3,19.3,62.2,NaN,0.8,348.0,0
2007,1,12,0,0,0.0,0.0,0.0,18.1,18.1,56.4,NaN,0.9,6.0,0
2007,1,12,1,0,0.0,0.0,0.0,17.4,17.4,63.5,NaN,0.7,1.5,0
2007,1,12,2,0,0.0,0.0,0.0,16.4,16.4,70.5,NaN,0.6,6.0,0
2007,1,12,3,0,0.0,0.0,0.0,15.6,15.6,75.0,NaN,0.5,7.5,0
2007,1,12,4,0,0.0,0.0,0.0,15.2,15.2,77.2,NaN,0.6,15.0,0
2007,1,12,5,0,0.0,0.0,0.0,14.1,14.1,80.3,NaN,0.7,31.5,0
2007,1,12,6,0,9.7,0.0,9.7,16.0,16.0,83.1,NaN,0.6,36.0,0
2007,1,12,7,0,212.7,715.0,44.4,17.6,17.6,84.5,NaN,0.3,37.5,0
2007,1,12,8,0,435.4,853.8,64.2,22.2,22.2,83.1,NaN,0.0,355.5,0
2007,1,12,9,0,648.5,920.5,79.5,25.8,25.8,71.5,NaN,0.5,315.0,0
2007,1,12,10,0,832.0,957.2,91.5,28.6,28.6,59.6,NaN,1.1,283.5,0
2007,1,12,11,0,971.5,979.0,100.2,31.4,31.4,54.0,NaN,1.5,259.5,0
2007,1,12,12,0,1055.2,989.7,105.4,33.2,33.2,40.5,NaN,1.9,247.5,0
2007,1,12,13,0,1077.4,992.6,106.7,34.4,34.4,39.5,NaN,2.4,237.0,0
2007,1,12,14,0,1036.5,988.1,104.3,34.0,34.0,33.1,NaN,3.0,234.0,0
2007,1,12,15,0,935.3,975.3,98.0,33.5,33.5,33.8,NaN,3.1,231.0,0
2007,1,12,16,0,781.6,951.1,88.3,32.6,32.6,32.2,NaN,3.1,229.5,0
